date,hashrate
2023-09-20 0:00:00,414558853.7
2023-09-21 0:00:00,391843300.1
2023-09-22 0:00:00,366288302.3
2023-09-23 0:00:00,442953295.8
2023-09-24 0:00:00,414558853.7
2023-09-25 0:00:00,411719409.5
2023-09-26 0:00:00,386164411.7
2023-09-27 0:00:00,445792740
2023-09-28 0:00:00,414558853.7
2023-09-29 0:00:00,417398298
2023-09-30 0:00:00,391843300.1
2023-10-01 0:00:00,400361632.7
2023-10-02 0:00:00,445792740
2023-10-03 0:00:00,466751379.4
2023-10-04 0:00:00,373280259.5
2023-10-05 0:00:00,401774935.8
2023-10-06 0:00:00,455914820.7
2023-10-07 0:00:00,487258964.7
2023-10-08 0:00:00,421721209.2
2023-10-09 0:00:00,444516950.2
2023-10-10 0:00:00,461613756
2023-10-11 0:00:00,455914820.7
2023-10-12 0:00:00,470162158.9
2023-10-13 0:00:00,393226532.9
2023-10-14 0:00:00,416022273.9
2023-10-15 0:00:00,475861094.2
2023-10-16 0:00:00,416156889.9
2023-10-17 0:00:00,491483968.4
2023-10-18 0:00:00,439908490.3
2023-10-19 0:00:00,424739232
2023-10-20 0:00:00,406536122
2023-10-21 0:00:00,455077748.6
2023-10-22 0:00:00,464179303.5
2023-10-23 0:00:00,476314710.2
2023-10-24 0:00:00,382265308.8
2023-10-25 0:00:00,436874638.6
2023-10-26 0:00:00,455077748.6
2023-10-27 0:00:00,467213155.2
2023-10-28 0:00:00,485416265.1
2023-10-29 0:00:00,415637677
2023-10-30 0:00:00,482540025.5
2023-10-31 0:00:00,481286782.9
2023-11-01 0:00:00,462656326.8
2023-11-02 0:00:00,447130946.7
2023-11-03 0:00:00,422290338.5
2023-11-04 0:00:00,521652771.1
2023-11-05 0:00:00,506127391
2023-11-06 0:00:00,394344654.4
2023-11-07 0:00:00,412975110.5
2023-11-08 0:00:00,462656326.8
2023-11-09 0:00:00,444025870.7
2023-11-10 0:00:00,478181706.9
2023-11-11 0:00:00,496812163
2023-11-12 0:00:00,506083624.1
