date,btc price
2019-06-13 0:00:00,8173.06
2019-06-14 0:00:00,8237.88
2019-06-15 0:00:00,8693.6
2019-06-16 0:00:00,8859.47
2019-06-17 0:00:00,8978.99
2019-06-18 0:00:00,9327.48
2019-06-19 0:00:00,9076.18
2019-06-20 0:00:00,9281.7
2019-06-21 0:00:00,9531.35
2019-06-22 0:00:00,10209.38
2019-06-23 0:00:00,10668.63
2019-06-24 0:00:00,10814.48
2019-06-25 0:00:00,11017.5
2019-06-26 0:00:00,11766.4
2019-06-27 0:00:00,12932.55
2019-06-28 0:00:00,11132.85
2019-06-29 0:00:00,12374.35
2019-06-30 0:00:00,11890.38
2019-07-01 0:00:00,10737.73
2019-07-02 0:00:00,10578.72
2019-07-03 0:00:00,10805.4
2019-07-04 0:00:00,11984.76
2019-07-05 0:00:00,11160.49
2019-07-06 0:00:00,10955.16
2019-07-07 0:00:00,11232.04
2019-07-08 0:00:00,11477.01
2019-07-09 0:00:00,12313.08
2019-07-10 0:00:00,12586.78
2019-07-11 0:00:00,12099.9
2019-07-12 0:00:00,11352.87
2019-07-13 0:00:00,11803.97
2019-07-14 0:00:00,11389.1
2019-07-15 0:00:00,10186.96
2019-07-16 0:00:00,10873.5
2019-07-17 0:00:00,9397.72
2019-07-18 0:00:00,9674.28
2019-07-19 0:00:00,10638.56
2019-07-20 0:00:00,10535.75
2019-07-21 0:00:00,10764.9
2019-07-22 0:00:00,10587.41
2019-07-23 0:00:00,10323.62
2019-07-24 0:00:00,9844.3
2019-07-25 0:00:00,9772.17
2019-07-26 0:00:00,9875.17
2019-07-27 0:00:00,9848.65
2019-07-28 0:00:00,9473.99
2019-07-29 0:00:00,9530
2019-07-30 0:00:00,9501.33
2019-07-31 0:00:00,9589.13
2019-08-01 0:00:00,10084.7
2019-08-02 0:00:00,10407.17
2019-08-03 0:00:00,10529.55
2019-08-04 0:00:00,10814.57
2019-08-05 0:00:00,10980.23
2019-08-06 0:00:00,11787.99
2019-08-07 0:00:00,11465.67
2019-08-08 0:00:00,11960.82
2019-08-09 0:00:00,11996.41
2019-08-10 0:00:00,11856.64
2019-08-11 0:00:00,11282.22
2019-08-12 0:00:00,11566.84
2019-08-13 0:00:00,11386.26
2019-08-14 0:00:00,10858.12
2019-08-15 0:00:00,10016.96
2019-08-16 0:00:00,10302.17
2019-08-17 0:00:00,10359.44
2019-08-18 0:00:00,10214.52
2019-08-19 0:00:00,10317.6
2019-08-20 0:00:00,10917.26
2019-08-21 0:00:00,10760.56
2019-08-22 0:00:00,10129.4
2019-08-23 0:00:00,10111.98
2019-08-24 0:00:00,10405.81
2019-08-25 0:00:00,10143.8
2019-08-26 0:00:00,10135.06
2019-08-27 0:00:00,10360.28
2019-08-28 0:00:00,10171.95
2019-08-29 0:00:00,9717.82
2019-08-30 0:00:00,9484.55
2019-08-31 0:00:00,9577.99
2019-09-01 0:00:00,9600.9
2019-09-02 0:00:00,9769.79
2019-09-03 0:00:00,10386.64
2019-09-04 0:00:00,10621.29
2019-09-05 0:00:00,10584.16
2019-09-06 0:00:00,10577.8
2019-09-07 0:00:00,10317.47
2019-09-08 0:00:00,10487.21
2019-09-09 0:00:00,10406.31
2019-09-10 0:00:00,10313.66
2019-09-11 0:00:00,10101.03
2019-09-12 0:00:00,10159.32
2019-09-13 0:00:00,10420.16
2019-09-14 0:00:00,10363.9
2019-09-15 0:00:00,10361.33
2019-09-16 0:00:00,10310.43
2019-09-17 0:00:00,10265.63
2019-09-18 0:00:00,10190.36
2019-09-19 0:00:00,10157.59
2019-09-20 0:00:00,10275.88
2019-09-21 0:00:00,10173.11
2019-09-22 0:00:00,9979.49
2019-09-23 0:00:00,10033.05
2019-09-24 0:00:00,9683.38
2019-09-25 0:00:00,8553.61
2019-09-26 0:00:00,8432.23
2019-09-27 0:00:00,8055.64
2019-09-28 0:00:00,8193.9
2019-09-29 0:00:00,8225
2019-09-30 0:00:00,8056.74
2019-10-01 0:00:00,8307.74
2019-10-02 0:00:00,8322.92
2019-10-03 0:00:00,8382.03
2019-10-04 0:00:00,8236.17
2019-10-05 0:00:00,8155.48
2019-10-06 0:00:00,8147.69
2019-10-07 0:00:00,7869.74
2019-10-08 0:00:00,8212.02
2019-10-09 0:00:00,8190
2019-10-10 0:00:00,8587.92
2019-10-11 0:00:00,8586.9
2019-10-12 0:00:00,8269.73
2019-10-13 0:00:00,8308.01
2019-10-14 0:00:00,8283.76
2019-10-15 0:00:00,8353.54
2019-10-16 0:00:00,8162.16
2019-10-17 0:00:00,8002.51
2019-10-18 0:00:00,8076.78
2019-10-19 0:00:00,7954.15
2019-10-20 0:00:00,7960.04
2019-10-21 0:00:00,8231.06
2019-10-22 0:00:00,8222.52
2019-10-23 0:00:00,8026.76
2019-10-24 0:00:00,7469.56
2019-10-25 0:00:00,7431.88
2019-10-26 0:00:00,8666.79
2019-10-27 0:00:00,9259.8
2019-10-28 0:00:00,9551.54
2019-10-29 0:00:00,9218.76
2019-10-30 0:00:00,9433.35
2019-10-31 0:00:00,9164.62
2019-11-01 0:00:00,9147.98
2019-11-02 0:00:00,9252.99
2019-11-03 0:00:00,9301.18
2019-11-04 0:00:00,9206.16
2019-11-05 0:00:00,9418.05
2019-11-06 0:00:00,9310.19
2019-11-07 0:00:00,9343.34
2019-11-08 0:00:00,9204.24
2019-11-09 0:00:00,8766.04
2019-11-10 0:00:00,8809.41
2019-11-11 0:00:00,9037.12
2019-11-12 0:00:00,8717.81
2019-11-13 0:00:00,8801.52
2019-11-14 0:00:00,8762.42
2019-11-15 0:00:00,8632.32
2019-11-16 0:00:00,8457.69
2019-11-17 0:00:00,8482.7
2019-11-18 0:00:00,8503.93
2019-11-19 0:00:00,8175.99
2019-11-20 0:00:00,8120.8
2019-11-21 0:00:00,8081.81
2019-11-22 0:00:00,7617.07
2019-11-23 0:00:00,7286.35
2019-11-24 0:00:00,7324.03
2019-11-25 0:00:00,6907.4
2019-11-26 0:00:00,7130.25
2019-11-27 0:00:00,7163.63
2019-11-28 0:00:00,7523.83
2019-11-29 0:00:00,7431
2019-11-30 0:00:00,7757.47
2019-12-01 0:00:00,7557.72
2019-12-02 0:00:00,7402.69
2019-12-03 0:00:00,7309.59
2019-12-04 0:00:00,7296.77
2019-12-05 0:00:00,7192.85
2019-12-06 0:00:00,7395.97
2019-12-07 0:00:00,7547.19
2019-12-08 0:00:00,7504.83
2019-12-09 0:00:00,7522.39
2019-12-10 0:00:00,7337.42
2019-12-11 0:00:00,7220.76
2019-12-12 0:00:00,7202.31
2019-12-13 0:00:00,7189.16
2019-12-14 0:00:00,7251.87
2019-12-15 0:00:00,7067.74
2019-12-16 0:00:00,7111.14
2019-12-17 0:00:00,6879.54
2019-12-18 0:00:00,6612.12
2019-12-19 0:00:00,7284.29
2019-12-20 0:00:00,7150.86
2019-12-21 0:00:00,7190.17
2019-12-22 0:00:00,7143.2
2019-12-23 0:00:00,7514.41
2019-12-24 0:00:00,7322.08
2019-12-25 0:00:00,7250.69
2019-12-26 0:00:00,7192.72
2019-12-27 0:00:00,7194.4
2019-12-28 0:00:00,7243.93
2019-12-29 0:00:00,7301.07
2019-12-30 0:00:00,7385.36
2019-12-31 0:00:00,7219.6
2020-01-01 0:00:00,7168.31
2020-01-02 0:00:00,7175.68
2020-01-03 0:00:00,6944.33
2020-01-04 0:00:00,7326.35
2020-01-05 0:00:00,7347.89
2020-01-06 0:00:00,7351.57
2020-01-07 0:00:00,7759.24
2020-01-08 0:00:00,8165.47
2020-01-09 0:00:00,8042.65
2020-01-10 0:00:00,7817.92
2020-01-11 0:00:00,8184.66
2020-01-12 0:00:00,8021.49
2020-01-13 0:00:00,8173.97
2020-01-14 0:00:00,8105.24
2020-01-15 0:00:00,8842.42
2020-01-16 0:00:00,8813.89
2020-01-17 0:00:00,8722.03
2020-01-18 0:00:00,8900.34
2020-01-19 0:00:00,8910.85
2020-01-20 0:00:00,8703.36
2020-01-21 0:00:00,8626.47
2020-01-22 0:00:00,8722.26
2020-01-23 0:00:00,8658.94
2020-01-24 0:00:00,8388.11
2020-01-25 0:00:00,8428.17
2020-01-26 0:00:00,8327.36
2020-01-27 0:00:00,8588.42
2020-01-28 0:00:00,8895.78
2020-01-29 0:00:00,9385.69
2020-01-30 0:00:00,9279.81
2020-01-31 0:00:00,9502.37
2020-02-01 0:00:00,9333.77
2020-02-02 0:00:00,9378.09
2020-02-03 0:00:00,9314.56
2020-02-04 0:00:00,9284.51
2020-02-05 0:00:00,9162.14
2020-02-06 0:00:00,9614.9
2020-02-07 0:00:00,9755.66
2020-02-08 0:00:00,9807.54
2020-02-09 0:00:00,9907.12
2020-02-10 0:00:00,10162.41
2020-02-11 0:00:00,9854.79
2020-02-12 0:00:00,10275.38
2020-02-13 0:00:00,10354.3
2020-02-14 0:00:00,10242.43
2020-02-15 0:00:00,10368.53
2020-02-16 0:00:00,9904.17
2020-02-17 0:00:00,9937.67
2020-02-18 0:00:00,9703.93
2020-02-19 0:00:00,10180.65
2020-02-20 0:00:00,9604.72
2020-02-21 0:00:00,9606.86
2020-02-22 0:00:00,9696.58
2020-02-23 0:00:00,9669.63
2020-02-24 0:00:00,9989.39
2020-02-25 0:00:00,9663.75
2020-02-26 0:00:00,9309.15
2020-02-27 0:00:00,8785.52
2020-02-28 0:00:00,8804.72
2020-02-29 0:00:00,8712.35
2020-03-01 0:00:00,8531.42
2020-03-02 0:00:00,8534.17
2020-03-03 0:00:00,8912.82
2020-03-04 0:00:00,8754.34
2020-03-05 0:00:00,8758.9
2020-03-06 0:00:00,9067.39
2020-03-07 0:00:00,9155.89
2020-03-08 0:00:00,8898.63
2020-03-09 0:00:00,8039.38
2020-03-10 0:00:00,7931.94
2020-03-11 0:00:00,7885.46
2020-03-12 0:00:00,7936.65
2020-03-13 0:00:00,4830.21
2020-03-14 0:00:00,5609.03
2020-03-15 0:00:00,5166.26
2020-03-16 0:00:00,5348.44
2020-03-17 0:00:00,5026.35
2020-03-18 0:00:00,5357.61
2020-03-19 0:00:00,5410.23
2020-03-20 0:00:00,6195.2
2020-03-21 0:00:00,6226.44
2020-03-22 0:00:00,6189.85
2020-03-23 0:00:00,5822.62
2020-03-24 0:00:00,6502.16
2020-03-25 0:00:00,6768.49
2020-03-26 0:00:00,6698.46
2020-03-27 0:00:00,6763.75
2020-03-28 0:00:00,6369.09
2020-03-29 0:00:00,6260.95
2020-03-30 0:00:00,5885.41
2020-03-31 0:00:00,6405.29
2020-04-01 0:00:00,6428.28
2020-04-02 0:00:00,6652.87
2020-04-03 0:00:00,6809.11
2020-04-04 0:00:00,6741.67
2020-04-05 0:00:00,6871.69
2020-04-06 0:00:00,6777.44
2020-04-07 0:00:00,7343.2
2020-04-08 0:00:00,7205.55
2020-04-09 0:00:00,7365.03
2020-04-10 0:00:00,7293.69
2020-04-11 0:00:00,6873.24
2020-04-12 0:00:00,6891.6
2020-04-13 0:00:00,6915.37
2020-04-14 0:00:00,6857.66
2020-04-15 0:00:00,6871.95
2020-04-16 0:00:00,6623.8
2020-04-17 0:00:00,7112.27
2020-04-18 0:00:00,7034.89
2020-04-19 0:00:00,7259.36
2020-04-20 0:00:00,7130.04
2020-04-21 0:00:00,6840.24
2020-04-22 0:00:00,6852.52
2020-04-23 0:00:00,7130.99
2020-04-24 0:00:00,7477.6
2020-04-25 0:00:00,7507.08
2020-04-26 0:00:00,7549.52
2020-04-27 0:00:00,7699.27
2020-04-28 0:00:00,7790.66
2020-04-29 0:00:00,7765.33
2020-04-30 0:00:00,8777.63
2020-05-01 0:00:00,8628.77
2020-05-02 0:00:00,8824.66
2020-05-03 0:00:00,8973.82
2020-05-04 0:00:00,8903.95
2020-05-05 0:00:00,8885.93
2020-05-06 0:00:00,9030.96
2020-05-07 0:00:00,9170.79
2020-05-08 0:00:00,10002.48
2020-05-09 0:00:00,9821.8
2020-05-10 0:00:00,9527.39
2020-05-11 0:00:00,8754.46
2020-05-12 0:00:00,8617.25
2020-05-13 0:00:00,8814.53
2020-05-14 0:00:00,9305.93
2020-05-15 0:00:00,9790.31
2020-05-16 0:00:00,9303.59
2020-05-17 0:00:00,9385.7
2020-05-18 0:00:00,9669.4
2020-05-19 0:00:00,9719.37
2020-05-20 0:00:00,9785.74
2020-05-21 0:00:00,9510.67
2020-05-22 0:00:00,9057.57
2020-05-23 0:00:00,9167.26
2020-05-24 0:00:00,9178.32
2020-05-25 0:00:00,8730.73
2020-05-26 0:00:00,8899.66
2020-05-27 0:00:00,8842.85
2020-05-28 0:00:00,9197.54
2020-05-29 0:00:00,9569.21
2020-05-30 0:00:00,9425.98
2020-05-31 0:00:00,9698.1
2020-06-01 0:00:00,9450.84
2020-06-02 0:00:00,10204.23
2020-06-03 0:00:00,9525.57
2020-06-04 0:00:00,9658.04
2020-06-05 0:00:00,9794.56
2020-06-06 0:00:00,9623.75
2020-06-07 0:00:00,9670.43
2020-06-08 0:00:00,9753.85
2020-06-09 0:00:00,9782.59
2020-06-10 0:00:00,9775.15
2020-06-11 0:00:00,9892.13
2020-06-12 0:00:00,9286.42
2020-06-13 0:00:00,9459.97
2020-06-14 0:00:00,9473.5
2020-06-15 0:00:00,9330.07
2020-06-16 0:00:00,9426.7
2020-06-17 0:00:00,9526
2020-06-18 0:00:00,9454.81
2020-06-19 0:00:00,9380.03
2020-06-20 0:00:00,9300.15
2020-06-21 0:00:00,9357.43
2020-06-22 0:00:00,9284.78
2020-06-23 0:00:00,9691.9
2020-06-24 0:00:00,9621.49
2020-06-25 0:00:00,9276.58
2020-06-26 0:00:00,9240.85
2020-06-27 0:00:00,9154.45
2020-06-28 0:00:00,9004.23
2020-06-29 0:00:00,9127.47
2020-06-30 0:00:00,9185.35
2020-07-01 0:00:00,9133.97
2020-07-02 0:00:00,9236.38
2020-07-03 0:00:00,9087.98
2020-07-04 0:00:00,9072.42
2020-07-05 0:00:00,9131.31
2020-07-06 0:00:00,9089.09
2020-07-07 0:00:00,9348.91
2020-07-08 0:00:00,9256.23
2020-07-09 0:00:00,9440.07
2020-07-10 0:00:00,9238.04
2020-07-11 0:00:00,9287.4
2020-07-12 0:00:00,9235.96
2020-07-13 0:00:00,9295.9
2020-07-14 0:00:00,9238.13
2020-07-15 0:00:00,9254.52
2020-07-16 0:00:00,9193.51
2020-07-17 0:00:00,9131
2020-07-18 0:00:00,9154.19
2020-07-19 0:00:00,9174.71
2020-07-20 0:00:00,9214.66
2020-07-21 0:00:00,9163.87
2020-07-22 0:00:00,9392.66
2020-07-23 0:00:00,9537.4
2020-07-24 0:00:00,9613.11
2020-07-25 0:00:00,9551.28
2020-07-26 0:00:00,9707.5
2020-07-27 0:00:00,9938.83
2020-07-28 0:00:00,11042.4
2020-07-29 0:00:00,10934.94
2020-07-30 0:00:00,11102.67
2020-07-31 0:00:00,11114.93
2020-08-01 0:00:00,11343.88
2020-08-02 0:00:00,11823.69
2020-08-03 0:00:00,11077.77
2020-08-04 0:00:00,11242.57
2020-08-05 0:00:00,11194.25
2020-08-06 0:00:00,11750.28
2020-08-07 0:00:00,11772.94
2020-08-08 0:00:00,11605.6
2020-08-09 0:00:00,11767.6
2020-08-10 0:00:00,11684.06
2020-08-11 0:00:00,11893.03
2020-08-12 0:00:00,11392.43
2020-08-13 0:00:00,11573.11
2020-08-14 0:00:00,11777.43
2020-08-15 0:00:00,11774.38
2020-08-16 0:00:00,11873.98
2020-08-17 0:00:00,11914.01
2020-08-18 0:00:00,12293.72
2020-08-19 0:00:00,11969.53
2020-08-20 0:00:00,11734
2020-08-21 0:00:00,11865.82
2020-08-22 0:00:00,11522.8
2020-08-23 0:00:00,11683.44
2020-08-24 0:00:00,11653.02
2020-08-25 0:00:00,11763.93
2020-08-26 0:00:00,11337.4
2020-08-27 0:00:00,11467.37
2020-08-28 0:00:00,11302.01
2020-08-29 0:00:00,11534.75
2020-08-30 0:00:00,11481.64
2020-08-31 0:00:00,11707.78
2020-09-01 0:00:00,11659.57
2020-09-02 0:00:00,11923.25
2020-09-03 0:00:00,11397.44
2020-09-04 0:00:00,10187.51
2020-09-05 0:00:00,10467.89
2020-09-06 0:00:00,10159.62
2020-09-07 0:00:00,10254.93
2020-09-08 0:00:00,10367.74
2020-09-09 0:00:00,10121.52
2020-09-10 0:00:00,10227.83
2020-09-11 0:00:00,10352.66
2020-09-12 0:00:00,10395.44
2020-09-13 0:00:00,10446.44
2020-09-14 0:00:00,10330.77
2020-09-15 0:00:00,10674.64
2020-09-16 0:00:00,10785.62
2020-09-17 0:00:00,10948.43
2020-09-18 0:00:00,10943.89
2020-09-19 0:00:00,10931.79
2020-09-20 0:00:00,11081.43
2020-09-21 0:00:00,10919.65
2020-09-22 0:00:00,10430.46
2020-09-23 0:00:00,10532.22
2020-09-24 0:00:00,10234.48
2020-09-25 0:00:00,10732.43
2020-09-26 0:00:00,10692.84
2020-09-27 0:00:00,10732.4
2020-09-28 0:00:00,10774.24
2020-09-29 0:00:00,10692.33
2020-09-30 0:00:00,10840.8
2020-10-01 0:00:00,10777.92
2020-10-02 0:00:00,10619.24
2020-10-03 0:00:00,10575.06
2020-10-04 0:00:00,10551.77
2020-10-05 0:00:00,10673.46
2020-10-06 0:00:00,10788.56
2020-10-07 0:00:00,10603.74
2020-10-08 0:00:00,10670.8
2020-10-09 0:00:00,10923.3
2020-10-10 0:00:00,11063.19
2020-10-11 0:00:00,11302.67
2020-10-12 0:00:00,11376.61
2020-10-13 0:00:00,11540.04
2020-10-14 0:00:00,11428.24
2020-10-15 0:00:00,11431.32
2020-10-16 0:00:00,11503.73
2020-10-17 0:00:00,11327.57
2020-10-18 0:00:00,11366.51
2020-10-19 0:00:00,11508.2
2020-10-20 0:00:00,11758.16
2020-10-21 0:00:00,11925.46
2020-10-22 0:00:00,12831.56
2020-10-23 0:00:00,12990.25
2020-10-24 0:00:00,12944.52
2020-10-25 0:00:00,13128.46
2020-10-26 0:00:00,13036.77
2020-10-27 0:00:00,13076.37
2020-10-28 0:00:00,13651.47
2020-10-29 0:00:00,13289
2020-10-30 0:00:00,13458.66
2020-10-31 0:00:00,13564.72
2020-11-01 0:00:00,13810.32
2020-11-02 0:00:00,13758.88
2020-11-03 0:00:00,13575.17
2020-11-04 0:00:00,14023.31
2020-11-05 0:00:00,14155.59
2020-11-06 0:00:00,15591.39
2020-11-07 0:00:00,15595.77
2020-11-08 0:00:00,14839.84
2020-11-09 0:00:00,15490.6
2020-11-10 0:00:00,15328.53
2020-11-11 0:00:00,15317.04
2020-11-12 0:00:00,15708.65
2020-11-13 0:00:00,16295.57
2020-11-14 0:00:00,16339.33
2020-11-15 0:00:00,16091.07
2020-11-16 0:00:00,15968.16
2020-11-17 0:00:00,16725.15
2020-11-18 0:00:00,17679.72
2020-11-19 0:00:00,17798.45
2020-11-20 0:00:00,17820.57
2020-11-21 0:00:00,18687.45
2020-11-22 0:00:00,18699.75
2020-11-23 0:00:00,18422.28
2020-11-24 0:00:00,18398.91
2020-11-25 0:00:00,19172.52
2020-11-26 0:00:00,18739.8
2020-11-27 0:00:00,17151.44
2020-11-28 0:00:00,17138.87
2020-11-29 0:00:00,17732.42
2020-11-30 0:00:00,18191.6
2020-12-01 0:00:00,19709.73
2020-12-02 0:00:00,18792.52
2020-12-03 0:00:00,19226.97
2020-12-04 0:00:00,19454.54
2020-12-05 0:00:00,18670.49
2020-12-06 0:00:00,19155.06
2020-12-07 0:00:00,19377.66
2020-12-08 0:00:00,19181.41
2020-12-09 0:00:00,18318.87
2020-12-10 0:00:00,18554.15
2020-12-11 0:00:00,18247.76
2020-12-12 0:00:00,18029.36
2020-12-13 0:00:00,18803.44
2020-12-14 0:00:00,19164.48
2020-12-15 0:00:00,19276.59
2020-12-16 0:00:00,19439.75
2020-12-17 0:00:00,21379.48
2020-12-18 0:00:00,22847.46
2020-12-19 0:00:00,23150.79
2020-12-20 0:00:00,23869.92
2020-12-21 0:00:00,23490.58
2020-12-22 0:00:00,22745.48
2020-12-23 0:00:00,23824.99
2020-12-24 0:00:00,23253.37
2020-12-25 0:00:00,23715.53
2020-12-26 0:00:00,24693.58
2020-12-27 0:00:00,26443.21
2020-12-28 0:00:00,26246.58
2020-12-29 0:00:00,27036.69
2020-12-30 0:00:00,27376.37
2020-12-31 0:00:00,28856.59
